X,elements,lru,rand,opt,cf_lru,lru_wsr,lfu_5,lfu_5_w1,zipf_best_read,staticOpt,lfu20,lfu5_w03,lfu5_w05,lfu5_w01,lfu5_w2,lfu5_w5,lfu5_w7,lfu20_h20_-1,lfu1_h1_-2,lfu1_h1_-1,lfu1_h1_2,lfu1_h1_inf,lfu3_h1_-2,lfu3_h1_-1,lfu3_h1_2,lfu3_h1_inf,lfu3_h3_-2,lfu3_h3_-1,lfu3_h3_2,lfu3_h3_inf,lfu5_h1_-2,lfu5_h1_-1,lfu5_h1_2,lfu5_h1_inf,lfu5_h3_-2,lfu5_h3_-1,lfu5_h3_2,lfu5_h3_inf,lfu5_h5_-2,lfu5_h5_-1,lfu5_h5_2,lfu5_h5_inf,lfu10_h1_-2,lfu10_h1_-1,lfu10_h1_2,lfu10_h1_inf,lfu10_h3_-2,lfu10_h3_-1,lfu10_h3_2,lfu10_h3_inf,lfu10_h5_-2,lfu10_h5_-1,lfu10_h5_2,lfu10_h5_inf,lfu10_h10_-2,lfu10_h10_-1,lfu10_h10_2,lfu10_h10_inf,lfu20_h1_-2,lfu20_h1_-1,lfu20_h1_2,lfu20_h1_inf,lfu20_h3_-2,lfu20_h3_-1,lfu20_h3_2,lfu20_h3_inf,lfu20_h5_-2,lfu20_h5_-1,lfu20_h5_2,lfu20_h5_inf,lfu20_h10_-2,lfu20_h10_-1,lfu20_h10_2,lfu20_h10_inf,lfu20_h20_-2,lfu20_h20_-1,lfu20_h20_2,lfu20_h20_inf,lfu50_h1_-2,lfu50_h1_-1,lfu50_h1_2,lfu50_h1_inf,lfu50_h3_-2,lfu50_h3_-1,lfu50_h3_2,lfu50_h3_inf,lfu50_h5_-2,lfu50_h5_-1,lfu50_h5_2,lfu50_h5_inf,lfu50_h10_-2,lfu50_h10_-1,lfu50_h10_2,lfu50_h10_inf,lfu50_h20_-2,lfu50_h20_-1,lfu50_h20_2,lfu50_h20_inf,lfu50_h50_-2,lfu50_h50_-1,lfu50_h50_2,lfu50_h50_inf,lfu1_w03,lfu1_w01,lfu1_w05,lfu1_w1,lfu1_w2,rand,lfu1_w7,lfu3_w03,lfu3_w01,lfu3_w05,lfu3_w1,lfu3_w2,lfu3_w7,lfu5_w03,lfu5_w01,lfu5_w05,lfu5_w1,lfu5_w2,lfu5_w7,lfu10_w03,lfu10_w01,lfu10_w05,lfu10_w1,lfu10_w2,lfu10_w7,lfu20_w03,lfu20_w01,lfu20_w05,lfu20_w1,lfu20_w2,lfu20_w7,lfu50_w03,lfu50_w01,lfu50_w05,lfu50_w1,lfu50_w2,lfu50_w7
17,847042,214699,240724,155275,200443,214121,285760,336218,287154,406807,284470,388981,368065,445955,314831,290984,287799,215208,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,215089,268421,268421,268421,268421,268421,241417,268421,268421,268421,268421,268421,268421,268421,268421,268421,268421,268421,268421,268421,268421,268421,268421,268421,268421,268421,268421,268421,268421,268421,268421,268421,268421,268421,268421,268421,268421,268421
18,847042,211240,236043,150893,195601,209985,282226,329104,282157,398606,275299,380393,360533,436498,309117,286420,284164,211451,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,211601,262097,262097,262097,262097,262097,235896,262097,262097,262097,262097,262097,262097,262097,262097,262097,262097,262097,262097,262097,262097,262097,262097,262097,262097,262097,262097,262097,262097,262097,262097,262097,262097,262097,262097,262097,262097,262097
19,847042,207753,232008,146725,193673,205653,279245,323622,276533,389138,267495,371791,353409,427068,304283,281941,280826,207407,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,207911,256934,256934,256934,256934,256934,231928,256934,256934,256934,256934,256934,256934,256934,256934,256934,256934,256934,256934,256934,256934,256934,256934,256934,256934,256934,256934,256934,256934,256934,256934,256934,256934,256934,256934,256934,256934,256934
20,847042,203888,227653,142790,189226,201195,274616,318829,271192,379577,258806,365893,345448,416859,298967,278331,277896,203112,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,203965,253439,253439,253439,253439,253439,227941,253439,253439,253439,253439,253439,253439,253439,253439,253439,253439,253439,253439,253439,253439,253439,253439,253439,253439,253439,253439,253439,253439,253439,253439,253439,253439,253439,253439,253439,253439,253439
30,847042,166299,196981,115133,164635,172148,246798,283100,232866,331497,230977,314406,297925,344351,259722,251256,249323,167379,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,169264,233105,233105,233105,233105,233105,197506,233105,233105,233105,233105,233105,233105,233105,233105,233105,233105,233105,233105,233105,233105,233105,233105,233105,233105,233105,233105,233105,233105,233105,233105,233105,233105,233105,233105,233105,233105,233105
40,847042,145067,177243,99296,156455,153511,219662,253732,217586,299634,211899,285681,275240,312521,243832,230355,225376,149835,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,150093,174634,174634,174634,174634,174634,177504,174634,174634,174634,174634,174634,174634,174634,174634,174634,174634,174634,174634,174634,174634,174634,174634,174634,174634,174634,174634,174634,174634,174634,174634,174634,174634,174634,174634,174634,174634,174634
50,847042,136562,162413,87814,146340,141142,202799,237255,197249,275033,157473,267440,257126,292017,230291,209680,205290,138678,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,154798,154798,154798,154798,154798,162642,154798,154798,154798,154798,154798,154798,154798,154798,154798,154798,154798,154798,154798,154798,154798,154798,154798,154798,154798,154798,154798,154798,154798,154798,154798,154798,154798,154798,154798,154798,154798
60,847042,129756,151040,78638,135645,131247,187335,224806,170568,253256,138911,251846,237342,275495,214710,195100,191122,128198,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,138976,138976,138976,138976,138976,150871,138976,138976,138976,138976,138976,138976,138976,138976,138976,138976,138976,138976,138976,138976,138976,138976,138976,138976,138976,138976,138976,138976,138976,138976,138976,138976,138976,138976,138976,138976,138976
70,847042,123417,140936,70936,125642,123689,171640,213323,158702,235983,127135,236597,221880,261185,198189,181729,173663,118961,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,127265,127265,127265,127265,127265,141013,127265,127265,127265,127265,127265,127265,127265,127265,127265,127265,127265,127265,127265,127265,127265,127265,127265,127265,127265,127265,127265,127265,127265,127265,127265,127265,127265,127265,127265,127265,127265
80,847042,117803,131686,64325,116257,116370,152258,200769,119375,221347,118972,220039,209815,247674,185596,167890,153290,110435,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,119071,119071,119071,119071,119071,131700,119071,119071,119071,119071,119071,119071,119071,119071,119071,119071,119071,119071,119071,119071,119071,119071,119071,119071,119071,119071,119071,119071,119071,119071,119071,119071,119071,119071,119071,119071,119071
90,847042,112248,124347,58480,109484,109563,113244,187921,111888,207362,111079,206105,199766,234125,174276,147237,145945,102509,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,110667,110667,110667,110667,110667,123619,110667,110667,110667,110667,110667,110667,110667,110667,110667,110667,110667,110667,110667,110667,110667,110667,110667,110667,110667,110667,110667,110667,110667,110667,110667,110667,110667,110667,110667,110667,110667
100,847042,106347,116960,53288,103343,103319,106576,177154,103379,194600,101462,196371,190168,222024,165824,139899,106817,94770,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,101344,101344,101344,101344,101344,116722,101344,101344,101344,101344,101344,101344,101344,101344,101344,101344,101344,101344,101344,101344,101344,101344,101344,101344,101344,101344,101344,101344,101344,101344,101344,101344,101344,101344,101344,101344,101344
200,847042,53637,65733,21999,55142,52206,48620,68958,46200,117670,45391,123986,85354,134653,60550,50656,48913,42825,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,46186,46186,46186,46186,46186,65900,46186,46186,46186,46186,46186,46186,46186,46186,46186,46186,46186,46186,46186,46186,46186,46186,46186,46186,46186,46186,46186,46186,46186,46186,46186,46186,46186,46186,46186,46186,46186
300,847042,23282,35439,8824,27674,23213,22834,36890,21818,57527,21397,47976,44029,67489,30476,24428,23323,18900,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,23939,23939,23939,23939,23939,35096,23939,23939,23939,23939,23939,23939,23939,23939,23939,23939,23939,23939,23939,23939,23939,23939,23939,23939,23939,23939,23939,23939,23939,23939,23939,23939,23939,23939,23939,23939,23939
400,847042,8253,16244,3158,13414,8687,8669,18530,8788,27009,9052,25833,22902,33796,13746,9871,9074,7980,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,10968,10968,10968,10968,10968,16151,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968
500,847042,2051,5664,1056,5484,2084,1987,5759,2202,11498,2544,10136,8328,14246,3732,2387,2186,2411,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3785,3785,3785,3785,3785,5906,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785
600,847042,881,1877,759,2389,874,884,1178,896,2802,917,1523,1393,1566,979,912,886,915,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1120,1120,1120,1120,1120,1909,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120
700,847042,762,973,759,840,763,769,769,769,760,769,768,768,768,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,909,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769
800,847042,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759